#cpu	Reference subject	cpu_type	h:m:s	io_in	io_out	max_pss	max_rss	max_uss	max_vms	mean_load	n_sim	rule	s	threads
1	subset_300000_310000	xeond	0:09:23	0.0	0.77	1490.87	1494.86	1489.91	6822.28	106.26	1	realigner	563.6222	1
1	subset_80000_90000	xeond	0:09:28	0.0	0.69	1390.87	1395.05	1389.77	6822.28	104.52	1	realigner	568.618	1
1	subset_70000_80000	xeond	0:00:08	0.0	0.01	5192.87	5196.46	5192.25	5421.95	68.01	1	mapping	8.5752	1
1	subset_60000_70000	xeond	0:10:07	0.0	0.7	1480.07	1483.24	1478.91	6822.28	102.87	1	realigner	607.1599	1
1	subset_30000_40000	xeond	0:00:02	0.0	0.28	178.92	185.15	177.91	3681.16	70.43	1	sort_picard	2.9295	1
1	subset_10000_20000	xeond	0:00:08	0.0	0.01	5193.86	5197.49	5193.22	5357.95	68.11	1	mapping	8.6068	1
1	subset_80000_90000	xeond	0:00:03	0.0	0.04	178.18	184.45	177.19	3681.16	67.04	1	sort_picard	3.0095	1
1	subset_90000_100000	xeond	0:00:03	0.0	1.11	489.25	494.91	488.24	3683.18	128.16	1	mark_duplicates	3.395	1
1	subset_30000_40000	xeond	0:00:08	0.0	0.01	5194.04	5197.48	5193.41	5421.95	68.05	1	mapping	8.583	1
1	subset_40000_50000	xeond	0:00:03	0.0	0.77	495.13	501.14	494.03	3683.18	123.71	1	mark_duplicates	3.5158	1
1	subset_50000_60000	xeond	0:00:08	0.0	6.59	5193.12	5196.73	5192.47	5421.95	72.12	1	mapping	8.6657	1
1	subset_60000_70000	xeond	0:00:08	0.0	0.01	5194.08	5197.66	5193.45	5421.95	68.13	1	mapping	8.5397	1
1	subset_20000_30000	xeond	0:09:30	0.0	0.68	1378.78	1382.8	1377.67	6822.28	104.11	1	realigner	570.3651	1
1	subset_90000_100000	xeond	0:00:02	0.0	0.04	46.02	51.95	44.89	3673.97	0.0	1	build_bam	2.6695	1
1	subset_50000_60000	xeond	0:00:02	0.0	0.28	183.32	189.58	182.29	3681.16	69.6	1	sort_picard	2.9173	1
1	subset_10000_20000	xeond	0:00:02	0.0	0.04	63.02	69.24	61.89	3673.97	0.0	1	build_bam	2.5482	1
1	subset_90000_100000	xeond	0:10:05	0.0	0.71	1391.74	1396.06	1390.66	6822.28	103.31	1	realigner	605.0472	1
1	subset_40000_50000	xeond	0:10:16	0.0	0.85	1392.05	1396.27	1390.88	6960.5	106.61	1	realigner	616.9195	1
1	subset_50000_60000	xeond	0:00:03	0.0	1.0	496.02	501.77	494.99	3683.18	120.8	1	mark_duplicates	3.5637	1
1	subset_70000_80000	xeond	0:00:02	0.0	0.28	182.84	189.21	181.71	3681.16	68.68	1	sort_picard	2.9609	1
1	subset_70000_80000	xeond	0:09:53	0.0	0.72	1381.87	1386.15	1380.77	6822.28	105.01	1	realigner	593.6154	1
1	subset_20000_30000	xeond	0:00:02	0.0	0.23	178.98	185.1	177.85	3681.16	67.3	1	sort_picard	2.995	1
1	subset_60000_70000	xeond	0:00:02	0.0	0.04	54.16	60.25	53.12	3673.97	0.0	1	build_bam	2.5758	1
1	subset_70000_80000	xeond	0:00:02	0.0	0.04	61.35	67.16	60.32	3673.97	0.0	1	build_bam	2.5324	1
