#cpu	Reference subject	cpu_type	h:m:s	io_in	io_out	max_pss	max_rss	max_uss	max_vms	mean_load	n_sim	rule	s	threads
1		xeond	0:00:00	0.44	0.0	17.12	21.45	14.34	169.02	0.0	3	rule_all	0.0169	8
1	subset_0_1000000	xeond	0:00:08	0.0	4.06	418.63	424.36	417.34	3681.24	109.39	3	build_bam	8.1935	2
1		xeond	0:00:00	0.0	0.0	17.24	21.75	14.39	169.02	0.0	3	rule_all	0.0224	4
1	subset_0_1000000	xeond	0:02:48	85.89	4.68	1602.67	1605.42	1601.85	7338.77	694.99	3	realigner	168.0489	8
1	subset_0_1000000	xeond	0:00:08	0.0	4.31	425.79	431.41	424.49	3681.24	108.55	3	build_bam	8.1069	8
1	subset_0_1000000	xeond	0:00:54	72.82	263.61	1095.99	1100.21	1094.71	3684.28	196.98	3	sort_picard	54.1037	8
1	subset_0_1000000	xeond	0:00:45	0.0	11.64	917.9	923.67	916.7	3683.26	67.08	3	mark_duplicates	45.5851	8
1	subset_0_1000000	xeond	0:00:45	0.0	11.4	930.04	935.45	928.77	3683.26	72.96	3	mark_duplicates	45.0919	2
1	subset_0_1000000	xeond	0:00:46	0.0	118.5	932.25	937.42	930.97	3683.26	131.8	3	mark_duplicates	46.3425	4
1	subset_0_1000000	xeond	0:00:53	0.0	267.23	1097.6	1102.3	1096.29	3684.28	201.51	3	sort_picard	53.2276	4
1		xeond	0:00:00	0.0	0.0	17.2	21.68	14.37	169.02	0.0	3	rule_all	0.0211	2
1	subset_0_1000000	xeond	0:01:10	0.0	392.32	5657.15	5660.49	5656.39	5892.0	244.02	3	mapping	70.4778	4
1	subset_0_1000000	xeond	0:00:53	86.16	263.96	1098.71	1103.48	1097.39	3684.28	199.22	4	sort_picard	53.6858	8
1	subset_0_1000000	xeond	0:00:08	0.0	4.06	424.93	431.23	423.88	3681.24	108.55	4	build_bam	8.1946	8
1	subset_0_1000000	xeond	0:00:46	125.07	0.01	5901.33	5903.65	5900.61	6420.25	145.14	4	mapping	46.8133	8
1	subset_0_1000000	xeond	0:06:11	0.0	4.54	1578.67	1581.69	1577.82	6946.74	195.57	4	realigner	371.1886	2
1	subset_0_1000000	xeond	0:00:08	0.0	4.06	418.27	423.95	416.99	3681.24	128.48	4	build_bam	8.1298	4
1	subset_0_1000000	xeond	0:02:38	0.0	3.97	1586.13	1589.1	1585.34	7338.77	596.8	4	realigner	158.8016	8
1		xeond	0:00:00	0.0	0.0	17.08	21.83	14.11	169.02	0.0	4	rule_all	0.0239	8
1	subset_0_1000000	xeond	0:00:52	0.01	268.5	1101.03	1105.46	1099.67	3684.28	200.33	4	sort_picard	52.8305	2
1		xeond	0:00:00	0.0	0.0	17.09	21.55	14.25	169.02	0.0	4	rule_all	0.0232	4
1	subset_0_1000000	xeond	0:00:45	0.0	11.79	930.83	936.69	929.51	3683.26	71.73	4	mark_duplicates	45.1724	8
1	subset_0_1000000	xeond	0:00:52	0.0	268.5	1086.08	1090.82	1084.72	3684.28	201.28	4	sort_picard	52.8151	4
1	subset_0_1000000	xeond	0:00:08	0.0	3.99	420.0	426.19	418.63	3681.24	108.7	4	build_bam	8.5235	2
1	subset_0_1000000	xeond	0:02:08	0.0	523.14	5416.55	5419.8	5415.79	5619.99	162.33	4	mapping	128.3198	2
1	subset_0_1000000	xeond	0:00:45	0.0	11.88	927.48	933.31	926.17	3683.26	71.59	4	mark_duplicates	45.1162	2
1		xeond	0:00:00	0.0	0.0	17.15	21.72	14.3	169.02	0.0	4	rule_all	0.0231	2
1	subset_0_1000000	xeond	0:03:29	0.0	4.4	1601.85	1604.24	1600.98	7076.75	389.04	4	realigner	209.4142	4
1	subset_0_1000000	xeond	0:00:46	0.0	116.7	957.43	963.21	956.14	3683.26	142.95	4	mark_duplicates	46.8089	4
1	subset_0_1000000	xeond	0:01:10	0.0	392.32	5655.24	5658.12	5654.48	5892.0	244.59	4	mapping	70.3626	4
1	subset_0_1000000	xeond	0:00:53	0.01	265.0	1096.36	1101.0	1095.04	3684.28	198.19	5	sort_picard	53.5018	4
1	subset_0_1000000	xeond	0:00:47	0.0	114.91	931.92	937.46	930.61	3683.26	127.69	5	mark_duplicates	47.3601	2
1		xeond	0:00:00	0.0	0.0	17.15	21.61	14.3	169.02	0.0	5	rule_all	0.0244	2
1	subset_0_1000000	xeond	0:00:09	0.0	4.06	427.5	433.47	426.21	3681.24	101.74	5	build_bam	9.2248	2
1	subset_0_1000000	xeond	0:00:47	0.0	119.21	938.17	943.67	937.08	3683.26	132.6	5	mark_duplicates	47.5879	8
1		xeond	0:00:00	0.0	0.0	17.2	21.84	14.16	169.02	0.0	5	rule_all	0.0218	4
1	subset_0_1000000	xeond	0:02:07	0.0	523.14	5414.66	5417.85	5413.93	5619.99	162.84	5	mapping	127.9189	2
1		xeond	0:00:00	0.0	0.0	17.12	21.45	14.35	169.02	0.0	5	rule_all	0.0232	8
1	subset_0_1000000	xeond	0:00:45	0.0	10.91	926.61	932.43	925.32	3683.26	75.43	5	mark_duplicates	45.3063	4
1	subset_0_1000000	xeond	0:03:36	0.0	4.19	1589.36	1592.17	1588.5	7078.75	370.66	5	realigner	216.8868	4
1	subset_0_1000000	xeond	0:00:08	0.0	4.06	428.76	434.86	427.45	3681.24	109.87	5	build_bam	8.2365	4
1	subset_0_1000000	xeond	0:00:52	0.02	268.27	1108.03	1112.84	1106.94	3684.28	198.34	5	sort_picard	52.961999999999996	8
1	subset_0_1000000	xeond	0:00:08	0.0	3.99	419.19	425.27	418.12	3681.24	109.45	5	build_bam	8.5589	8
1	subset_0_1000000	xeond	0:00:51	135.11	0.01	5908.24	5910.87	5907.59	6420.25	133.61	5	mapping	51.5387	8
1	subset_0_1000000	xeond	0:02:29	0.0	4.36	1585.57	1588.43	1584.7	7338.77	648.97	5	realigner	149.3078	8
1	subset_0_1000000	xeond	0:06:39	0.0	4.52	1559.67	1563.08	1558.8	6948.74	197.16	5	realigner	399.1567	2
1	subset_0_1000000	xeond	0:01:10	0.0	392.32	5662.23	5665.42	5661.47	5892.0	243.22	5	mapping	70.5439	4
1	subset_0_1000000	xeond	0:00:53	0.0	266.55	1092.46	1097.44	1091.21	3684.28	201.07	5	sort_picard	53.3833	2
