s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	rule	n_sim	cpu_type	threads	#cpu
6637.1957	1:50:37	4445.38	4465.22	4441.14	4441.56	3008.41	8134.86	97.88	index_bwa	2	avoton	1	1
6634.8511	1:50:34	4445.42	4465.22	4441.18	4441.61	0.1	8134.86	98.36	index_bwa	3	avoton	1	1
6662.3554	1:51:02	4445.5	4465.22	4441.17	4441.62	0.02	8134.86	97.94	index_bwa	4	avoton	1	1
6679.838000000001	1:51:19	4445.43	4465.22	4441.18	4441.62	0.02	8134.86	97.75	index_bwa	5	avoton	1	1
